id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39237549,A unique 3 bedroomed holiday home,218701157,Grace,,Ward 8,-33.9188,18.67167,Private room,1505,1,0,,,8,358
39237881,Modern and Airy Blouberg Beachfront Apartment,62636417,Francois,,Ward 23,-33.79571,18.45932,Entire home/apt,2997,3,3,2019-12-19,3,2,9
39237924,Country Estate Holiday Living,21109435,Sanela,,Ward 74,-34.02255,18.37411,Entire home/apt,1501,2,0,,,7,6
39238642,"Tranqual family home with lush garden, ample space",128742478,Andre,,Ward 21,-33.84558,18.66295,Entire home/apt,1403,14,0,,,1,179
39239364,Spacious Home with Pool | Mountain Views,301193958,Ian,,Ward 77,-33.93945,18.42706,Entire home/apt,1702,2,3,2019-12-06,1.84,1,281
39240053,Muscat,110833949,Yvonne,,Ward 64,-34.14263,18.42859,Entire home/apt,1796,10,0,,,9,96
39240259,Beautiful modern apartment with Pool and Gym,29426065,Josh,,Ward 115,-33.9272,18.4457,Entire home/apt,1196,1,5,2019-12-12,2.17,69,265
39240327,Paardevlei Square,209643126,Ryan,,Ward 109,-34.0846,18.81129,Entire home/apt,2195,2,0,,,1,0
39240367,Ben's Sunshine,301200682,Nokuthula,,Ward 104,-33.75624,18.52607,Entire home/apt,2497,1,1,2019-12-16,1,2,173
39240417,"Hidden Gem, Camps Bay with ocean & mountain views",48118705,Janine & Rachel,,Ward 54,-33.95581,18.38527,Entire home/apt,3003,3,8,2019-12-21,4.71,21,43
39240599,Holiday by the sea in picturesque Melkbosstrand,301202830,Chontelle,,Ward 65,-34.03725,18.52377,Private room,547,1,0,,,1,364
39242144,Merlot in the Glade,301220306,Randal,,Ward 74,-34.04357,18.36165,Entire home/apt,1501,7,0,,,1,10
39242196,Lux New Suite for 2 - Sunset Beach,48043426,Maeva,,Ward 4,-33.85757,18.49441,Entire home/apt,788,3,7,2019-12-27,4.77,3,321
39243198,Private 2 bed unit in sought after Gordon's Bay,191941753,Hennie And Tryna,,Ward 100,-34.15344,18.88626,Entire home/apt,996,5,0,,,1,88
39244551,City Center Apartment with stunning views,255339042,Sergio,,Ward 115,-33.9288,18.42059,Entire home/apt,633,5,0,,,2,0
39244707,P4 - Luxury Apartment with large balcony,300871307,Nelio,,Ward 115,-33.90876,18.39463,Entire home/apt,1112,2,8,2019-12-16,3.33,1,125
39246969,Enchanted Guesthouse - Room 3 Standard Pool Access,167372868,Enchanted,,Ward 54,-33.92448,18.37792,Private room,1323,1,0,,,8,363
39247680,ON THE WATER LUXURY APARTMENT,5351968,Greg,,Ward 100,-34.15245,18.85857,Entire home/apt,996,3,0,,,1,173
39249039,Beautifully decorated entire apartment with views.,223703266,Lia,,Ward 77,-33.94275,18.4229,Entire home/apt,996,2,12,2019-12-02,5.63,1,209
39249314,Barbet Manor - a luxury palatial residence.,211721729,Zuhair,,Ward 112,-33.81365,18.63602,Entire home/apt,603,1,6,2019-12-24,5.00,1,333
39250214,Self Catering Modern New Beautiful Home.,300396250,Ursula,,Ward 14,-33.92548,18.70486,Entire home/apt,1998,3,2,2019-12-23,0.95,1,355
39250501,"Newly built, sunny, open plan contempory home",301303618,Debra,,Ward 59,-33.98213,18.45786,Entire home/apt,3799,4,0,,,1,39
39250952,BG Manhattan Apartments,301047639,Junior,,Ward 55,-33.88971,18.51135,Entire home/apt,1252,2,0,,,1,257
39253663,D & L Guest House,149973096,Lucinda,,Ward 107,-33.80605,18.51344,Private room,996,1,0,,,7,361
39260262,Martinique 4 Two Bedroom Two Bathroom Apartment,130248430,Charles,,Ward 54,-33.91986,18.38762,Entire home/apt,2279,2,0,,,407,65
39260584,Cape Town City Apartment In  Trendy Bree Street,13407637,Greg,,Ward 115,-33.9255,18.4122,Entire home/apt,718,2,2,2019-11-12,0.90,7,25
39262330,Clifton YOLO Spaces - The Beach House Cottage A,93599290,Yolinda,,Ward 54,-33.93664,18.37918,Entire home/apt,3799,1,0,,,13,355
39262536,The Penthouse -  majestic and panormic seascapes,71539974,Tami,,Ward 115,-33.90171,18.39928,Entire home/apt,84996,1,0,,,1,365
39262868,Mountain-side Cottage with Breathtaking Sea View,132603532,Robyn,,Ward 64,-34.10536,18.46475,Entire home/apt,898,2,2,2019-12-15,1.20,1,85
39263918,Clifton YOLO Spaces - The Beach House Cottage B,93599290,Yolinda,,Ward 54,-33.9371,18.37857,Entire home/apt,3799,1,1,2019-12-24,1,13,348
39264073,Modern Upmarket 2-Bedroom Apartment,301437739,Eileen,,Ward 59,-33.99419,18.46939,Entire home/apt,999,3,3,2019-12-18,1.45,1,0
39264772,Clifton YOLO Spaces - The Beach House Villa,93599290,Yolinda,,Ward 54,-33.93851,18.37993,Entire home/apt,44995,2,0,,,13,360
39265752,6 Sleeper beach house with outdoor gym and gas hob,58980598,Annemarie,,Ward 23,-33.79097,18.47738,Entire home/apt,2203,1,1,2019-11-16,0.68,2,175
39266082,Modern 3 Bedroom Beach Bliss,301452586,Sandra,,Ward 23,-33.79242,18.46081,Entire home/apt,1543,2,4,2019-11-10,1.64,1,8
39267445,Luxurious stay close to Bloubergstrand and Big Bay,216456902,Nelia,,Ward 23,-33.78815,18.47796,Private room,449,1,6,2019-12-25,5.00,1,139
39267467,"23 on Vergenoegd,  quiet, peaceful, safe & easy",300701134,Mark,,Ward 15,-34.049,18.8193,Entire home/apt,463,1,9,2019-12-11,3.80,1,280
39267758,Enchanted Guesthouse - Room 4 Standard Pool Access,167372868,Enchanted,,Ward 54,-33.92335,18.37867,Private room,1323,1,0,,,8,363
39270579,2 Guest Apt Platinum,271243889,Urban Oasis,,Ward 115,-33.92972,18.42161,Entire home/apt,1252,1,0,,,2,303
39271886,Royal Sunset Apartment,104882179,Roxanne,,Ward 4,-33.8556,18.50875,Entire home/apt,605,2,0,,,2,46
39272190,Apartment W4,288004388,Nawaal,,Ward 77,-33.93526,18.42947,Entire home/apt,1294,1,0,,,3,20
39273258,bliss villa - Ocean and Mountain Views Forever!,190236039,Patrick,,Ward 54,-33.95695,18.37694,Entire home/apt,7007,2,2,2019-11-19,1.07,1,95
39274684,Blissful Camps Bay mountain retreat,11324137,Cara,,Ward 54,-33.96708,18.37508,Entire home/apt,2730,5,0,,,3,148
39275348,"2 Bedroom, open plan apartment with balcony",107371564,Ivònn,,Ward 103,-33.84569,18.69244,Entire home/apt,702,1,0,,,1,5
39276623,Beautiful Nest,196597179,Wandisile,,Ward 107,-33.79858,18.5052,Entire home/apt,407,2,0,,,1,80
39282960,Beautiful cape farmhouse style house on golf estat,255194284,Elaine,,Ward 23,-33.73832,18.45196,Entire home/apt,999,15,0,,,1,0
39284063,Beachfront haven,300537757,Matthew,,Ward 23,-33.81292,18.47215,Private room,603,3,2,2019-12-23,1.00,1,83
39284152,Arrow Court - Three Anchor Bay,288326698,Marianne,,Ward 54,-33.91018,18.39511,Entire home/apt,1097,5,0,,,11,361
39285196,Delightful Family Home in Tokai with Pool,4310681,"Johan, Elmarie & Nandi:",,Ward 71,-34.0633,18.45164,Entire home/apt,3503,5,0,,,41,2
39285247,Strathmore Garden Pad,85569176,Robyn,,Ward 54,-33.94886,18.38257,Entire home/apt,2195,2,0,,,1,72
39286362,BG Manhattan Apartment,301406350,Tapuwa Francis,,Ward 55,-33.89197,18.51689,Entire home/apt,2322,2,1,2019-12-02,1,1,175
39286700,A beautiful piece of Heaven set in CONSTANTIA,225936239,Dawn,,Ward 62,-33.99954,18.43849,Entire home/apt,3503,3,0,,,1,0
39287849,"Big&Bright. 5 min walk to restaurants, bars & yoga",229664423,Michelle,,Ward 115,-33.92687,18.41444,Entire home/apt,802,2,1,2019-11-02,0.53,2,62
39288711,Semi self catering unit in garden setting.,281671172,Sherley,,Ward 21,-33.8778,18.64384,Private room,505,1,3,2019-12-07,1.25,3,50
39289760,The serenity place,301513512,Marta,,Ward 53,-33.9396,18.51209,Private room,281,15,1,2019-10-23,0.44,1,338
39290028,Living La Vida Woodstock.,300788417,Sarah,,Ward 115,-33.93135,18.44884,Private room,421,1,6,2019-12-22,2.81,1,350
39290348,Double Room  - Room 4,290045643,Leonora,,Ward 70,-33.87466,18.62211,Private room,1094,1,0,,,5,331
39290349,Luxury Room - Room 3,290045643,Leonora,,Ward 70,-33.87449,18.62363,Private room,1305,1,0,,,5,359
39290352,Double Room  - Room 5,290045643,Leonora,,Ward 70,-33.8727,18.62212,Private room,1094,1,0,,,5,329
39290406,Luxury Suite -  Room 2,290045643,Leonora,,Ward 70,-33.87313,18.62169,Private room,1305,1,0,,,5,362
39290510,"Double, Ground Floor - Room 1",290045643,Leonora,,Ward 70,-33.87492,18.6239,Private room,1207,1,0,,,5,358
39290835,Juniper Cottage,208709107,Patience,,Ward 84,-34.06697,18.86456,Private room,477,2,4,2019-12-23,2.11,2,167
39291943,"Refurbished, Modern and Spacious.",301661011,Kim,,Ward 54,-33.91593,18.39413,Entire home/apt,1702,2,2,2019-11-30,1.11,1,58
39292062,Cozy apartment with breathtaking views!,301663000,Emo,,Ward 4,-33.86937,18.50561,Entire home/apt,352,1,2,2019-10-27,0.80,1,76
39292112,Blue Waters Villa - Simons Town,17118264,Michele,,Ward 61,-34.20937,18.45954,Entire home/apt,2904,4,0,,,1,175
39293623,Luxury villas at the beach,301674679,Leno,,Ward 83,-34.11231,18.82288,Private room,2006,1,0,,,1,176
39294048,Brand NEW! 1 bed open plan apartment in Greenpoint,69819928,Ashveer,,Ward 115,-33.90925,18.40619,Entire home/apt,1083,2,2,2019-12-16,2,6,312
39296867,PushLagush,301702590,Nokhanyo,,Ward 16,-34.02493,18.73702,Private room,507,1,0,,,1,179
39296889,19 on Clifton,123002666,In Residence,,Ward 54,-33.9405,18.37695,Entire home/apt,154994,3,0,,,32,353
39296991,Lofty Limin,301702265,Deirdre,,Ward 64,-34.13699,18.41397,Entire home/apt,1501,2,0,,,1,360
39297180,Modern Apartment next to Canal walk near CCCC.,161702732,Dhey,,Ward 55,-33.8922,18.51489,Entire home/apt,1207,2,0,,,11,34
39297530,Private Cape Town Villa Getaway!,8114263,Rudolph,,Ward 115,-33.91393,18.41681,Entire home/apt,1122,3,0,,,3,29
39303514,Lover jie apartment hotel,219139561,Qtmjb,,Ward 115,-33.92421,18.45467,Entire home/apt,436,1,0,,,1,270
39304638,Central apt with view of Table Mountain,17314690,Yael,,Ward 115,-33.91557,18.41894,Entire home/apt,1052,2,0,,,3,337
39304761,Sundown Vista,29674133,Peter And Isobel,,Ward 69,-34.13389,18.39205,Entire home/apt,954,2,0,,,2,171
39306985,Melkbos Sea View Apartment,93877111,Johann,,Ward 23,-33.7282,18.44642,Entire home/apt,996,2,1,2019-11-17,0.70,1,361
39308832,R1 Self Catering House. 10 mins from UWC/CPUT,200652648,Retha,,Ward 10,-33.89979,18.64021,Private room,323,1,0,,,7,34
39309486,"Elegant apartment with Magnificent views,",9669737,Charmaine,,Ward 115,-33.92288,18.42192,Entire home/apt,1899,2,0,,,7,343
39311351,"Secure, private, family friendly cottage",10340875,Shelley,,Ward 62,-34.00809,18.46516,Entire home/apt,3802,2,0,,,20,358
39313210,Kuona Kure,301838560,Kuda,,Ward 77,-33.94213,18.42436,Entire home/apt,802,3,1,2019-12-15,1,1,84
39314040,7 On Topaz -Protea Room,301846814,Yolande,,Ward 69,-34.10313,18.39576,Private room,744,2,0,,,1,130
39314104,Estate Villa - Large Family & Pet Friendly Stay,34092260,Caroline,,Ward 74,-34.00787,18.38143,Entire home/apt,4995,2,0,,,3,203
39314468,Art Deco City Apartment,104882179,Roxanne,,Ward 115,-33.9239,18.42219,Entire home/apt,844,2,1,2019-12-13,1,2,10
39315461,Eleganza - Standard Room B&B,301857573,Julianne,,Ward 61,-34.15209,18.42459,Private room,954,2,0,,,3,361
39316922,At Rebecca's,280718460,Elize,,Ward 102,-33.8567,18.69297,Entire home/apt,744,2,1,2019-12-20,1,1,174
39323819,"Peaceful, quiet, nature haven",155897072,John,,Ward 43,-34.02541,18.55086,Entire home/apt,716,2,0,,,1,165
39325498,Patchi's Place,272445412,Patrickson,,Ward 60,-33.96806,18.50059,Shared room,154,2,1,2019-12-14,1,2,363
39326030,Heaven on Helderberg - Wine - Mountains - Beach,886934,Sean,,Ward 15,-34.04518,18.83015,Entire home/apt,3602,7,1,2019-12-27,1,1,0
39326454,"Design Villa with magic views, 6 BR, secure estate",6037709,Andreas,,Ward 74,-34.00948,18.34701,Entire home/apt,7682,7,0,,,2,137
39327087,Ocean’s View,200878533,Hannah,,Ward 115,-33.9036,18.39998,Entire home/apt,1168,3,0,,,1,0
39327559,RUSTY RHINO,12910253,Keith,,Ward 55,-33.88858,18.5071,Entire home/apt,929,3,1,2019-12-16,1,1,77
39328759,There are a lots of pla es of interest to see.,274826035,Cheryl,,Ward 84,-34.08828,18.84826,Private room,505,2,0,,,1,88
39329587,Ocean & Mountain views  D11 - Heaven on Vacation,149413500,Naj,,Ward 23,-33.80153,18.46234,Entire home/apt,3494,3,0,,,1,12
39330629,DREAM LOCATION! Ramshackle flat right on the beach,46215958,Jeannie,,Ward 23,-33.79695,18.4591,Entire home/apt,519,3,1,2019-11-03,0.53,2,0
39330657,Sea Shed,42170423,Rick,,Ward 61,-34.201,18.37497,Entire home/apt,746,2,1,2019-11-21,0.79,1,169
39331480,Superb Self-catering Accommodation in Noordhoek.,86062123,Stuart,,Ward 69,-34.10329,18.38666,Entire home/apt,603,1,2,2019-12-17,2,1,119
39331490,Quirky little Semi Detached House in Woodstock,31266582,Bianca,,Ward 57,-33.93592,18.45465,Entire home/apt,605,2,0,,,2,0
39332887,Holiday accommodation close to Blouberg  beach,42988005,Megan,,Ward 107,-33.79303,18.48918,Entire home/apt,1196,8,0,,,1,1
39333193,Tranquil beach house,302104776,Robyn,,Ward 61,-34.13841,18.32515,Entire home/apt,800,3,0,,,1,52
39333301,Modern 3 bed house in eco estate in Noordhoek,302105297,Caren,,Ward 69,-34.12143,18.3737,Entire home/apt,3494,5,0,,,1,41
39333718,Hunter's cottage studio,29575024,Marguerite,,Ward 74,-34.01729,18.38307,Private room,491,3,0,,,3,286
39334634,The Eagle’s nest....,155048618,Danian,,Ward 115,-33.92551,18.4152,Entire home/apt,1998,2,0,,,1,56
39335181,Spacious room with a view,39233645,Sarah,,Ward 64,-34.1272,18.43463,Private room,407,2,2,2019-12-05,1.22,2,68
39335291,Quiet & calm city centre living + secure parking,5909723,Danelle,,Ward 115,-33.92009,18.42485,Entire home/apt,999,2,0,,,1,262
39335933,Belmont House,256431369,Aadrian,,Ward 64,-34.12582,18.44943,Entire home/apt,1726,2,2,2019-12-27,2,1,323
39338422,Family home from home on stunning golf estate,26846765,Alexandra,,Ward 23,-33.73967,18.45231,Entire home/apt,2497,7,0,,,1,50
39346444,Tamboerskloof Townhouse Pool and T Mountain views,23276018,Baki,,Ward 77,-33.92839,18.40447,Entire home/apt,3996,4,0,,,26,8
39346537,Clifton YOLO Spaces - The Beach House Suite,93599290,Yolinda,,Ward 54,-33.93638,18.3788,Entire home/apt,2800,1,0,,,13,337
39346886,On the beach at Dolphin beach Breathtaking views,281646889,Scotty,,Ward 107,-33.82044,18.4773,Entire home/apt,1796,3,6,2019-12-17,3.53,54,316
39347376,The Rondawel,131733501,Courtney,,Ward 64,-34.14542,18.43601,Entire home/apt,407,2,2,2019-10-26,0.87,1,266
39347697,Holly's Paradise,72095745,Lisa,,Ward 71,-34.06939,18.41247,Entire home/apt,2946,2,1,2019-11-24,0.83,1,117
39347784,8Biccard - the heart of Bloubergstrand Village.,302242224,William,,Ward 23,-33.80267,18.46039,Entire home/apt,3494,2,0,,,1,139
39347915,Seabatical,272466407,Daryn,,Ward 23,-33.80818,18.46957,Entire home/apt,687,2,1,2019-10-25,0.45,2,355
39349126,The Minimalist studio on the bay,70448632,George,,Ward 23,-33.79663,18.46297,Entire home/apt,575,5,5,2019-12-13,2.31,5,337
39349412,Cornwall Cottage,302252455,Anne,,Ward 61,-34.19214,18.42727,Entire home/apt,802,4,0,,,1,0
39349441,The Golden Nest: Camps Bay Drive,295453389,Lee,,Ward 54,-33.9589,18.37768,Entire home/apt,24496,12,0,,,4,16
39349525,Big Bay Stay - Modern Luxury and Kitesurfing Mecca,302167830,Wayne,,Ward 23,-33.78714,18.45923,Entire home/apt,800,2,0,,,1,249
39349645,Gorgeous and Spacious Apartment in City Center,302253517,Sam,,Ward 115,-33.92111,18.42482,Entire home/apt,802,2,0,,,1,7
39349960,"Airy, modern studio apartment awaits!",16336062,Priya,,Ward 58,-33.97365,18.4893,Entire home/apt,603,1,0,,,1,22
39351337,Joy s Guesthouse,108981054,Joy,,Ward 3,-33.89109,18.63404,Private room,491,1,0,,,2,34
39352212,Sunny Camps Bay Apartment with Ocean Views,302270250,Neil,,Ward 54,-33.95415,18.38759,Entire home/apt,1796,2,1,2019-12-02,1,1,328
39353637,8 Sleeper Brand New Llandudno Villa | Ocean Views,44230899,Debbie,,Ward 74,-34.00898,18.34575,Entire home/apt,11031,5,0,,,1,324
39353954,Blouberg Heights beachfront apartment 6th floor,134557701,Sonette,,Ward 23,-33.80174,18.4607,Entire home/apt,898,2,0,,,4,58
39354158,Perfect View of the Table Mountain,178461349,Munyaradzi,,Ward 1,-33.84543,18.54951,Entire home/apt,154,1,1,2019-12-15,1,1,175
39354946,Easy living and entertaining home,302289356,Debbie,,Ward 71,-34.06297,18.43962,Entire home/apt,3996,10,0,,,1,13
39355258,Exclusive family home in windless Bantry Bay.,156868930,Michele,,Ward 54,-33.92792,18.37896,Entire home/apt,10004,5,0,,,11,6
39355313,"Higher, Higher, Higher Blouberg Heights Blouberg.",134557701,Sonette,,Ward 23,-33.80148,18.46073,Entire home/apt,605,2,0,,,4,77
39356222,Superior Garden Cottage (70 m²) With Mezzanine,191310349,Stephan,,Ward 77,-33.9438,18.40605,Private room,1599,3,0,,,3,165
39356535,2 beds for ladies only,155632952,R,,Ward 53,-33.92221,18.53955,Private room,154,2,0,,,1,342
39359341,"Apartment in Pebble Beach, Coral Road, Blouberg",80880406,Micheline,,Ward 23,-33.81902,18.47547,Entire home/apt,1097,2,1,2019-12-25,1,1,324
39361018,"Heaven’s View 3 ( Double bed, ensuite bath)",119073266,Frik,,Ward 70,-33.87664,18.60312,Private room,351,1,3,2019-11-01,1.36,4,360
39361167,Heaven’s View 1( 2 Single/1 kingsize ensuite bath),119073266,Frik,,Ward 70,-33.87818,18.60452,Private room,351,1,1,2019-12-01,1,4,359
39361533,Glamourous 3 bed Family Home in Green Point,26511346,Daniel,,Ward 115,-33.91282,18.4093,Entire home/apt,7007,3,1,2019-12-12,1,2,85
39361865,"Exquisite, Light, Fresh, Peaceful, Spacious Haven",302342197,Rozanne,,Ward 115,-33.93376,18.4173,Entire home/apt,2997,2,1,2019-11-08,0.59,1,161
39362213,Private Room in beautiful Estate in Durbanville,163464023,Jamie,,Ward 105,-33.81578,18.67805,Private room,505,1,5,2019-12-01,2.34,1,355
39363494,Modern 1Bedroom in the heart of Seapoint,302356952,Shane,,Ward 54,-33.91213,18.39277,Entire home/apt,1196,2,0,,,1,337
39363590,Sea Point Cottage,174430555,Bebekas,,Ward 54,-33.91483,18.39383,Entire home/apt,1407,2,1,2019-10-24,0.45,1,67
39363699,Lovely cottage with enormous garden and spa!,36887725,Alexandre,,Ward 58,-33.9827,18.47153,Private room,352,3,1,2019-12-07,1,1,29
39363809,Green Point Studio 103,298080496,Vincent,,Ward 115,-33.91066,18.41438,Entire home/apt,746,2,5,2019-12-27,2.46,2,136
39369901,Spacious Room next to Common Local Attractions R1,282937973,Larry,,Ward 4,-33.86316,18.50076,Private room,744,1,1,2019-10-31,0.50,4,78
39371484,Spacious Room next to Common Local Attractions R4,282937973,Larry,,Ward 4,-33.86372,18.49997,Private room,744,1,0,,,4,78
39372124,Spacious Room next to Common Local Attractions R6,282937973,Larry,,Ward 4,-33.86196,18.50067,Private room,744,1,0,,,4,78
39373198,Bardale village,302440258,Bulelwa,,Ward 108,-33.97237,18.67694,Entire home/apt,774,1,0,,,1,88
39373239,Spacious Backroom in kuilsriver Cape Town,218701157,Grace,,Ward 8,-33.91886,18.67168,Private room,521,1,0,,,8,358
39373605,never@home 8 Bed Mixed Dorm (En-Suite),155095461,Never@Home,,Ward 115,-33.90858,18.40839,Shared room,394,1,0,,,3,251
39374054,Entire Bohemian 2-bedroom flat in center of Obs,85167123,Bernard,,Ward 57,-33.93805,18.46886,Entire home/apt,702,7,0,,,3,112
39374561,Cape Town Studio Close To Waterfront & CTICC (108),10610950,Richard,,Ward 115,-33.91891,18.42606,Entire home/apt,858,1,7,2019-12-10,3.39,5,270
39374947,Luxury Apartment with Beautiful Views,9693636,Sally,,Ward 54,-33.92217,18.3806,Entire home/apt,4995,7,0,,,39,0
39375541,Separate entrance One bedroom unit Cape Town,218701157,Grace,,Ward 8,-33.92009,18.67181,Private room,324,1,0,,,8,358
39375835,Mid century Bantry Bay apartment with parking.,54575074,Jonathan,,Ward 54,-33.92261,18.38106,Entire home/apt,1674,2,3,2019-11-12,1.53,86,0
39375862,Florentia,33639808,Steffi,,Ward 54,-33.92342,18.37725,Entire home/apt,8498,5,0,,,9,60
39376061,"Spacious back room with ""township touch""Cape Town",218701157,Grace,,Ward 8,-33.91831,18.67185,Private room,507,1,0,,,8,358
39376420,"Helderberg Home: nature, sea, relax",37309381,Sue,,Ward 15,-34.05289,18.83131,Entire home/apt,4756,7,0,,,2,1
39376696,Standard En-suite Double Room 105,98109952,Yolanda,,Ward 1,-33.88401,18.58416,Private room,1052,1,0,,,5,365
39377026,Ethel,139826156,Leigh,,Ward 59,-33.98331,18.45573,Entire home/apt,2096,6,0,,,22,167
39377107,3 bed thatched home with dreamy entertainment area,167891665,Lloyd,,Ward 71,-34.03923,18.4292,Entire home/apt,6496,2,1,2019-12-11,1,18,27
39377122,The Paragon 802,154279041,Melissa,,Ward 57,-33.94013,18.46742,Entire home/apt,954,3,0,,,22,343
39377147,Stylish City Apt 4 Sleeper Mtn views+Parking,261535066,Kim,,Ward 115,-33.9232,18.4225,Entire home/apt,1407,2,5,2019-12-07,3.33,28,273
39377372,Atlantica Views*sleeps 4,17021578,Juanita,,Ward 85,-34.12506,18.83454,Private room,2006,1,0,,,30,360
39377490,Seagulls Nest*sleeps 2,17021578,Juanita,,Ward 100,-34.15601,18.86965,Private room,856,1,0,,,30,361
39377805,The Gekko Lodge,125721324,Julia,,Ward 74,-34.01257,18.33825,Entire home/apt,14000,2,0,,,1,292
39378645,Stunning villa with mountain views and pool,302473599,Jan,,Ward 62,-34.01474,18.43713,Entire home/apt,9413,6,0,,,1,264
39378882,Oceanfront apartment with spectacular views.,17490942,Samuela,,Ward 54,-33.92374,18.37829,Entire home/apt,3503,2,4,2019-12-24,2.14,4,239
39380654,Silver Forest - Garden Cottage 1,116565912,Penny,,Ward 84,-34.06606,18.85807,Private room,3255,1,0,,,10,180
39380788,Bright Studio on the Slopes of Table Mountain,302490930,Carina,,Ward 77,-33.94406,18.42296,Entire home/apt,645,2,7,2019-12-24,3.33,1,156
39381581,Azalea Private garden flat with beautiful views,109924435,Yolanda,,Ward 70,-33.86976,18.61333,Entire home/apt,603,1,1,2019-10-19,0.42,6,359
39381627,605 De Oude Schuur,185308070,AirStay,,Ward 115,-33.92149,18.41769,Entire home/apt,929,1,1,2019-10-30,0.50,83,87
39381828,Modern charming classic& central with outdoor area,19096995,Pierre,,Ward 115,-33.91232,18.41136,Entire home/apt,155,2,3,2019-12-23,1.53,6,285
39381885,Arukah Guesthouse with mountain views,302495769,Cindy,,Ward 1,-33.88103,18.58478,Private room,996,2,0,,,1,175
39381979,16 @ 10 on Q,7582637,Sue,,Ward 54,-33.92347,18.38298,Entire home/apt,1196,2,2,2019-12-10,1.46,3,217
39382169,Silver Forest - Garden Cottage 2,116565912,Penny,,Ward 15,-34.05746,18.85906,Private room,3255,1,0,,,10,365
39382493,Silver Forest - Garden Suite 1,116565912,Penny,,Ward 15,-34.05585,18.86117,Private room,3648,1,0,,,10,365
39382691,De Waterkant CPT One bedroom Executive apartment,112191297,Kobie,,Ward 115,-33.91371,18.41734,Entire home/apt,1843,1,1,2019-12-18,1,26,349
39382695,One bedroom Deluxe apartments,112191297,Kobie,,Ward 115,-33.91306,18.41868,Private room,1337,1,0,,,26,357
39382696,One Bedroom Superior Apartment,112191297,Kobie,,Ward 115,-33.91397,18.41952,Entire home/apt,1688,1,3,2019-12-09,2.43,26,361
39382704,Silver Forest - Garden Suite 2,116565912,Penny,,Ward 15,-34.05573,18.86096,Private room,3648,1,0,,,10,365
39382855,Silver Forest - Garden Suite 3,116565912,Penny,,Ward 15,-34.05686,18.86108,Private room,4644,1,0,,,10,365
39382860,One-Bedroom Luxury  Apartments,112191297,Kobie,,Ward 115,-33.91391,18.41925,Entire home/apt,1702,1,0,,,26,363
39383191,Silver Forest - Garden Suite 4,116565912,Penny,,Ward 15,-34.05669,18.86088,Private room,4644,1,0,,,10,365
39383315,Silver Forest - Garden Suite 5,116565912,Penny,,Ward 15,-34.05717,18.85965,Private room,4644,1,0,,,10,365
39383433,Ivy studio with easy access from parking,109924435,Yolanda,,Ward 70,-33.87038,18.61278,Private room,505,1,0,,,6,331
39383480,Silver Forest - Garden Suite 6,116565912,Penny,,Ward 15,-34.05598,18.85935,Private room,4644,1,0,,,10,365
39383815,Silver Fores - Garden Suite 7,116565912,Penny,,Ward 15,-34.05574,18.85893,Private room,4644,1,0,,,10,365
39383952,Silver Forest - Luxury Forest Suite,116565912,Penny,,Ward 84,-34.06557,18.85813,Private room,56950,1,0,,,10,365
39384061,Altmore 305 - One Bedroom Apartment,130248430,Charles,,Ward 115,-33.91051,18.42131,Entire home/apt,1998,2,0,,,407,179
39384399,Beachfront Estate Apartment,302518736,Nanette,,Ward 86,-34.13448,18.84266,Entire home/apt,1347,2,1,2019-12-10,1,1,316
39384581,"Quaint, secure apartment close to the beach",302519526,Desiree,,Ward 64,-34.09628,18.48367,Entire home/apt,603,1,3,2019-12-26,3,1,355
39384914,Cape Town Studio Close To Waterfront & CTICC (109),10610950,Richard,,Ward 115,-33.91802,18.42447,Entire home/apt,816,1,3,2019-12-07,1.43,5,250
39385352,Quiet neighbourhood and amazing hosts,280911240,Gadija,,Ward 67,-34.08447,18.5437,Private room,505,2,0,,,1,87
39386300,80m2 NYC Loft in stylish CPT with rooftop pool,10819937,Samy,,Ward 115,-33.92838,18.42129,Entire home/apt,1885,1,2,2019-12-19,1.62,1,0
39388313,Funky flat in the heart of Sea Point,84652312,Louise,,Ward 54,-33.91341,18.39325,Entire home/apt,605,2,7,2019-12-08,3.00,1,252
39389176,Sublime family retreat with breathtaking views.,57506379,Michelle,,Ward 14,-34.00662,18.74364,Entire home/apt,8794,5,0,,,1,81
39398684,Laurel Shade Guest Suite,25356742,Sofia,,Ward 84,-34.07795,18.85945,Entire home/apt,449,1,3,2019-11-06,1.36,1,223
39398838,Wygram house sophistication and style,281646889,Scotty,,Ward 62,-34.00282,18.4284,Entire home/apt,27999,12,3,2019-11-18,2.09,54,30
39399042,Villa Rose - Six Bedroom Villa,130248430,Charles,,Ward 54,-33.94924,18.38189,Entire home/apt,19993,5,0,,,407,75
39399349,The Falcon Heights,93657307,Pim,,Ward 74,-34.01816,18.36725,Entire home/apt,7506,3,0,,,1,61
39399532,"1503 Horizon Bay 3 Bedrooms, 2 en-suite, 2 balcony",108313819,Dave,,Ward 107,-33.82321,18.47714,Entire home/apt,3494,4,0,,,3,80
39399777,Kommetjie Beach Townhouse,13528396,Karen,,Ward 61,-34.13834,18.32964,Entire home/apt,4588,4,0,,,3,75
